Date,Open,High,Low,Close
2020-11-19,3559.4099,3585.2200,3543.8401,3581.8701
2020-11-20,3579.3101,3581.2300,3556.8501,3557.5400
2020-11-23,3566.8201,3589.8101,3552.7700,3577.5901
2020-11-24,3594.5200,3642.3101,3594.5200,3635.4099
2020-11-25,3635.5000,3635.5000,3617.7600,3629.6499
2020-11-27,3638.5500,3644.3101,3629.3301,3638.3501
2020-11-30,3634.1799,3634.1799,3594.3899,3621.6299
2020-12-01,3645.8701,3678.4500,3645.8701,3662.4500
2020-12-02,3653.7800,3670.9600,3644.8401,3669.0100
2020-12-03,3668.2800,3682.7300,3657.1699,3666.7200
2020-12-04,3670.9399,3699.2000,3670.9399,3699.1201
2020-12-07,3694.7300,3697.4099,3678.8799,3691.9600
2020-12-08,3683.0500,3708.4500,3678.8301,3702.2500
2020-12-09,3705.9800,3712.3899,3660.5400,3672.8201
2020-12-10,3659.1299,3678.4900,3645.1799,3668.1001
2020-12-11,3656.0801,3665.9099,3633.3999,3663.4600
2020-12-14,3675.2700,3697.6101,3645.8401,3647.4900
2020-12-15,3666.4099,3695.2900,3659.6201,3694.6201
2020-12-16,3696.2500,3711.2700,3688.5701,3701.1699
2020-12-17,3713.6499,3725.1201,3710.8701,3722.4800
2020-12-18,3722.3899,3726.7000,3685.8401,3709.4099
2020-12-21,3684.2800,3702.8999,3636.4800,3694.9199
2020-12-22,3698.0801,3698.2600,3676.1599,3687.2600
2020-12-23,3693.4199,3711.2400,3689.2800,3690.0100
2020-12-24,3694.0300,3703.8201,3689.3201,3703.0601
2020-12-28,3723.0300,3740.5100,3723.0300,3735.3601
2020-12-29,3750.0100,3756.1201,3723.3101,3727.0400
2020-12-30,3736.1899,3744.6299,3730.2100,3732.0400
2020-12-31,3733.2700,3760.2000,3726.8799,3756.0701
2021-01-04,3764.6101,3769.9900,3662.7100,3700.6499
2021-01-05,3698.0200,3737.8301,3695.0701,3726.8601
2021-01-06,3712.2000,3783.0400,3705.3401,3748.1399
2021-01-07,3764.7100,3811.5500,3764.7100,3803.7900
2021-01-08,3815.0500,3826.6899,3783.6001,3824.6799
2021-01-11,3803.1399,3817.8601,3789.0200,3799.6101
2021-01-12,3801.6201,3810.7800,3776.5100,3801.1899
2021-01-13,3802.2300,3820.9600,3791.5000,3809.8401
2021-01-14,3814.9800,3823.6001,3792.8601,3795.5400
2021-01-15,3788.7300,3788.7300,3749.6201,3768.2500
2021-01-19,3781.8799,3804.5300,3780.3701,3798.9099
2021-01-20,3816.2200,3859.7500,3816.2200,3851.8501
2021-01-21,3857.4600,3861.4500,3845.0500,3853.0701
2021-01-22,3844.2400,3852.3101,3830.4099,3841.4700
2021-01-25,3851.6799,3859.2300,3797.1599,3855.3601
2021-01-26,3862.9600,3870.8999,3847.7800,3849.6201
2021-01-27,3836.8301,3836.8301,3732.4800,3750.7700
2021-01-28,3755.7500,3830.5000,3755.7500,3787.3799
2021-01-29,3778.0500,3778.0500,3694.1201,3714.2400
2021-02-01,3731.1699,3784.3201,3725.6201,3773.8601
2021-02-02,3791.8401,3843.0901,3791.8401,3826.3101
2021-02-03,3840.2700,3847.5100,3816.6799,3830.1699
2021-02-04,3836.6599,3872.4199,3836.6599,3871.7400
2021-02-05,3878.3000,3894.5601,3874.9299,3886.8301
2021-02-08,3892.5901,3915.7700,3892.5901,3915.5901
2021-02-09,3910.4900,3918.3501,3902.6399,3911.2300
2021-02-10,3920.7800,3931.5000,3884.9399,3909.8799
2021-02-11,3916.3999,3925.9900,3890.3899,3916.3799
2021-02-12,3911.6499,3937.2300,3905.7800,3934.8301
2021-02-16,3939.6101,3950.4299,3923.8501,3932.5901
2021-02-17,3918.5000,3933.6101,3900.4299,3931.3301
2021-02-18,3915.8601,3921.9800,3885.0300,3913.9700
2021-02-19,3921.1599,3930.4099,3903.0701,3906.7100
2021-02-22,3885.5500,3902.9199,3874.7100,3876.5000
2021-02-23,3857.0701,3895.9800,3805.5901,3881.3701
2021-02-24,3873.7100,3928.6499,3859.6001,3925.4299
2021-02-25,3915.8000,3925.0200,3814.0400,3829.3401
2021-02-26,3839.6599,3861.0801,3789.5400,3811.1499
2021-03-01,3842.5100,3914.5000,3842.5100,3901.8201
2021-03-02,3903.6399,3906.4099,3868.5701,3870.2900
2021-03-03,3863.9900,3874.4700,3818.8601,3819.7200
2021-03-04,3818.5300,3843.6699,3723.3401,3768.4700
2021-03-05,3793.5801,3851.6899,3730.1899,3841.9399
2021-03-08,3844.3899,3881.0601,3819.2500,3821.3501
2021-03-09,3851.9299,3903.7600,3851.9299,3875.4399
2021-03-10,3891.9900,3917.3501,3885.7300,3898.8101
2021-03-11,3915.5400,3960.2700,3915.5400,3939.3401
2021-03-12,3924.5200,3944.9900,3915.2100,3943.3401
